"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3010000","CDFH3301051996000001","19960703","","01","영업/정상","13","영업중","","","","","","","100101","서울특별시 중구 태평로1가 61-1번지 ","","","코리아나스포렉스","20030211175200","I","2018-08-31 23:59:59.0","","197867.156641113    ","451779.880897566    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301052010000008","20100607","","01","영업/정상","13","영업중","","","","","","","100070","서울특별시 중구 소공동 112-6번지 지하1층 ","","","소공스크린골프","20100607091515","I","2018-08-31 23:59:59.0","","198081.615572486    ","451274.465297044    ","골프연습장업","사립","Y","","","","","",""
"3010000","CDFH3301052011000005","20111031","","01","영업/정상","13","영업중","","","","","","","100440","서울특별시 중구 황학동 산 2545번지 롯데베네치아메가홀 지하2층 2002 ","서울특별시 중구 청계천로 지하 400 메가홀동 2층 2002호 (황학동 롯데베네치아)","100440","황금스파","20111031113101","I","2018-08-31 23:59:59.0","","202011.80009600000  ","452413.41289400000  ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052015000001","20150309","","01","영업/정상","13","영업중","","","","","02-2263-7523","","100272","서울특별시 중구 필동2가 19-19번지 필동빌딩 23층 ","서울특별시 중구 퇴계로36길 37 23층 (필동2가 필동빌딩)","04625","예스통상","20150309103619","I","2018-08-31 23:59:59.0","","199527.242308565    ","450913.616624078    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052011000006","20111031","","01","영업/정상","13","영업중","","","","","","","100196","서울특별시 중구 을지로6가 산 18-35번지 헬로에이피엠 9층  1234567 1/4 20호 ","서울특별시 중구 장충단로 253 헬로에이피동 9층 12345호 (장충동1가 67 1/4 20)","100391","헬로우 스크린골프연습장","20150916163058","I","2018-08-31 23:59:59.0","","200649.776732085    ","451689.785216541    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052011000007","20111101","","01","영업/정상","13","영업중","","","","","","","100021","서울특별시 중구 명동1가 7-12번지 태흥빌딩13충 ","서울특별시 중구 명동길 55 1동 13층 (명동1가)","04538","제이엘스포츠","20111101182809","I","2018-08-31 23:59:59.0","","198643.162277846    ","451312.338669161    ","골프연습장업","사립","","","1","","","",""
"3010000","CDFH3301052012000001","20120402","","01","영업/정상","13","영업중","","","","","6030-0993","","100210","서울특별시 중구 수하동 67번지 미래에셋 센터원빌딩 서관3층 ","","","(주)센터원웰니스","20150326185751","I","2018-08-31 23:59:59.0","","198620.934275413    ","451681.95803574     ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301051993000001","19930210","","01","영업/정상","13","영업중","","","","","","","100120","서울특별시 중구 정동 34-7번지 ","","","중앙골프연습장","20030211175200","I","2018-08-31 23:59:59.0","","197424.712852952    ","451207.378718946    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051994000001","19940131","","01","영업/정상","13","영업중","","","","","","","100272","서울특별시 중구 필동2가 19-19번지 ","","","굿샷골프클럽","20040825103018","I","2018-08-31 23:59:59.0","","199527.242308565    ","450913.616624078    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301051995000002","19950714","","01","영업/정상","13","영업중","","","","","","","100810","서울특별시 중구 명동2가 105번지 ","","","포인트골프방","20030211175200","I","2018-08-31 23:59:59.0","","198380.641346027    ","451105.033104455    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051990000001","19900105","","01","영업/정상","13","영업중","","","","","","","100857","서울특별시 중구 장충동2가 산 5-5 ","","","Banyan Tree Club&SPA Seoul Golf","20200831190426","U","2020-09-02 02:40:00.0","","200193.232424569    ","449809.744684888    ","골프연습장업","사립","","0","0","","","",""
"3010000","CDFH3301052009000005","20090707","","01","영업/정상","13","영업중","","","","","2274-4321","","100330","서울특별시 중구 주교동 96-1번지 코리아빌딩 8층 ","","","코리아스크린골프","20090707140104","I","2018-08-31 23:59:59.0","","199799.208083924    ","451816.806629958    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052009000006","20090817","","01","영업/정상","13","영업중","","","","","2236-9993","","100450","서울특별시 중구 신당동 52-299번지 지하1층 ","","","신당스크린골프","20090817130150","I","2018-08-31 23:59:59.0","","201411.562664901    ","451280.030092226    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052009000007","20091012","","01","영업/정상","13","영업중","","","","","2269-4055","","100310","서울특별시 중구 오장동 90-12번지 4층 ","","","다인스크린골프","20091012111000","I","2018-08-31 23:59:59.0","","199946.351089927    ","451335.415623115    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052009000010","20091109","","01","영업/정상","13","영업중","","","","","","","100804","서울특별시 중구 남창동 52-1번지 지하2층 ","","","코코스크린골프","20091109133928","I","2018-08-31 23:59:59.0","","197902.146082898    ","450720.711316548    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301051998000001","19980903","","03","폐업","03","폐업","20120328","","","","","","110816","서울특별시 종로구 부암동 175-1번지 1층3호 ","서울특별시 종로구 자하문로 276  (부암동1층3호)","","초원골프스쿨","20120328131030","I","2018-08-31 23:59:59.0","","196629.359036534    ","455080.991010485    ","골프연습장업","사립","","0","0","0","","",""
"3000000","CDFH3301051998000002","19980907","","03","폐업","03","폐업","20000216","","","","","","110100","서울특별시 종로구 교남동 61-2번지 ","서울특별시 종로구 통일로 168  (교남동)","","그린골프연습장","20030207091115","I","2018-08-31 23:59:59.0","","196748.269536892    ","451864.495054695    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301052009000011","20091116","","01","영업/정상","13","영업중","","","","","","","100897","서울특별시 중구 신당동 48-1번지 지하1층 ","","","에이스스크린골프존","20091116084102","I","2018-08-31 23:59:59.0","","201508.033038745    ","451026.785607118    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301051998000003","19981008","","03","폐업","03","폐업","19990104","","","","","","110370","서울특별시 종로구 묘동 203-1번지 ","서울특별시 종로구 돈화문로 29  (묘동)","","종로골프캐디스쿨","20030207091115","I","2018-08-31 23:59:59.0","","199206.532295       ","452087.113529       ","골프연습장업","사립","","0","0","0","","",""
"3000000","CDFH3301051998000004","19981010","","03","폐업","03","폐업","20100302","","","","","","110470","서울특별시 종로구 연지동 136-5번지 ","서울특별시 종로구 김상옥로 17  (연지동)","","대호 골프연습장","20100302154013","I","2018-08-31 23:59:59.0","","199917.22023781     ","452390.167805309    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051999000005","19991222","","01","영업/정상","13","영업중","","","","","","","100846","서울특별시 중구 을지로3가 95-7번지 ","","","을지피지에이골프클럽","20050421102603","I","2018-08-31 23:59:59.0","","199172.465802722    ","451638.530759379    ","골프연습장업","사립","0","","","","","",""
"3000000","CDFH3301051999000001","19990210","","03","폐업","03","폐업","20051231","","","","","","110814","서울특별시 종로구 무악동 66-3번지 ","서울특별시 종로구 통일로16길 4-1  (무악동)","","세란골프클럽","20070118130547","I","2018-08-31 23:59:59.0","","196182.723078058    ","452605.712949857    ","골프연습장업","사립","0","","","","","",""
"3000000","CDFH3301051999000002","19990319","","03","폐업","03","폐업","19990414","","","","","","110123","서울특별시 종로구 종로3가 18-0번지 ","서울특별시 종로구 종로 125  (종로3가)","","풍전골프캐디스쿨","20030207091115","I","2018-08-31 23:59:59.0","","199183.407469454    ","452042.97196024     ","골프연습장업","사립","","0","0","0","","",""
"3000000","CDFH3301051999000003","19990514","","03","폐업","03","폐업","20010504","","","","","","110470","서울특별시 종로구 연지동 1-30번지 은석빌딩 ","서울특별시 종로구 율곡로 194  (연지동은석빌딩)","","은석실내골프연습장","20030207091115","I","2018-08-31 23:59:59.0","","200003.902251234    ","452556.060739615    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301052009000009","20091027","","01","영업/정상","13","영업중","","","","","757-6788","","100170","서울특별시 중구 무교동 95 지하1층","","","오즈","20220704163938","U","2021-12-07 00:06:00.0","","198124.204055354","451706.593888287","","","","","","","","",""
